dist_img,ref_img,dmos,var,split
I12_18_05.png,I12.png,3.87,0.499,train
I12_19_01.png,I12.png,4.1,0.651,train
I12_19_02.png,I12.png,4.13,0.562,train
I12_19_03.png,I12.png,2.9,0.831,train
I12_19_04.png,I12.png,1.47,0.499,val
I12_19_05.png,I12.png,1.2,0.4,train
I12_20_01.png,I12.png,4.37,0.875,train
I12_20_02.png,I12.png,4.0,0.775,train
I12_20_03.png,I12.png,4.17,0.86,train
I12_20_04.png,I12.png,3.37,1.224,train
I12_20_05.png,I12.png,2.93,1.365,train
I12_21_01.png,I12.png,3.2,0.748,train
I12_21_02.png,I12.png,2.17,0.86,train
I12_21_03.png,I12.png,2.3,0.862,train
I12_21_04.png,I12.png,2.17,0.734,train
I12_21_05.png,I12.png,1.17,0.373,val
I12_22_01.png,I12.png,4.53,0.499,val
I12_22_02.png,I12.png,4.5,0.563,train
I12_22_03.png,I12.png,4.27,0.727,train
I12_22_04.png,I12.png,4.43,0.716,train
I12_22_05.png,I12.png,4.1,0.831,test
I12_23_01.png,I12.png,2.26,0.915,train
I12_23_02.png,I12.png,2.17,0.934,test
I12_23_03.png,I12.png,2.57,0.92,train
I12_23_04.png,I12.png,2.27,0.814,test
I12_23_05.png,I12.png,2.13,0.884,train
I12_24_01.png,I12.png,3.03,0.983,train
I12_24_02.png,I12.png,1.9,0.79,train
I12_24_03.png,I12.png,2.03,1.016,train
I12_24_04.png,I12.png,1.3,0.526,train
I12_24_05.png,I12.png,1.23,0.496,train
I12_25_01.png,I12.png,3.07,0.892,train
I12_25_02.png,I12.png,3.87,0.718,train
I12_25_03.png,I12.png,4.35,0.65,val
I12_25_04.png,I12.png,4.33,0.596,train
I12_25_05.png,I12.png,3.07,1.031,test
I13_01_01.png,I13.png,4.74,0.506,val
I13_01_02.png,I13.png,4.4,0.611,train
I13_01_03.png,I13.png,3.33,0.83,val
I13_01_04.png,I13.png,2.2,0.792,train
I13_01_05.png,I13.png,1.5,0.5,train
I13_02_01.png,I13.png,3.9,0.907,train
I13_02_02.png,I13.png,2.63,0.875,train
I13_02_03.png,I13.png,1.97,0.657,train
I13_02_04.png,I13.png,1.5,0.563,test
I13_02_05.png,I13.png,1.23,0.423,train
I13_03_01.png,I13.png,4.4,0.8,val
I13_03_02.png,I13.png,4.43,0.559,train
I13_03_03.png,I13.png,3.43,0.761,train
I13_03_04.png,I13.png,2.33,0.537,test
I13_03_05.png,I13.png,1.47,0.562,train
I13_04_01.png,I13.png,4.53,0.562,train
I13_04_02.png,I13.png,2.97,1.08,train
I13_04_03.png,I13.png,2.7,0.971,train
I13_04_04.png,I13.png,2.03,0.912,train
I13_04_05.png,I13.png,2.13,0.884,train
I13_05_01.png,I13.png,4.0,0.775,train
I13_05_02.png,I13.png,3.0,0.966,train
I13_05_03.png,I13.png,2.2,0.945,train
I13_05_04.png,I13.png,2.2,0.98,test
I13_05_05.png,I13.png,2.07,0.854,train
I13_06_01.png,I13.png,3.57,0.883,train
I13_06_02.png,I13.png,3.5,0.992,test
I13_06_03.png,I13.png,3.33,0.907,train
I13_06_04.png,I13.png,3.13,0.921,train
I13_06_05.png,I13.png,2.33,0.745,train
I13_07_01.png,I13.png,3.03,0.74,val
I13_07_02.png,I13.png,2.07,0.998,train
I13_07_03.png,I13.png,2.5,1.025,test
I13_07_04.png,I13.png,2.17,0.969,train
I13_07_05.png,I13.png,2.1,0.978,train
I13_08_01.png,I13.png,4.43,0.716,train
I13_08_02.png,I13.png,3.73,0.814,val
I13_08_03.png,I13.png,3.4,0.8,train
I13_08_04.png,I13.png,2.17,1.098,train
I13_08_05.png,I13.png,2.27,1.062,train
I13_09_01.png,I13.png,4.53,0.67,test
I13_09_02.png,I13.png,4.7,0.69,train
I13_09_03.png,I13.png,4.48,0.561,train
I13_09_04.png,I13.png,3.53,0.884,train
I13_09_05.png,I13.png,1.73,0.573,val
I13_10_01.png,I13.png,4.67,0.537,train
I13_10_02.png,I13.png,4.53,0.618,train
I13_10_03.png,I13.png,3.8,0.945,train
I13_10_04.png,I13.png,2.03,0.836,train
I13_10_05.png,I13.png,1.57,0.559,train
I13_11_01.png,I13.png,3.83,0.898,train
I13_11_02.png,I13.png,3.48,0.979,train
I13_11_03.png,I13.png,3.1,0.79,train
I13_11_04.png,I13.png,2.63,0.752,val
I13_11_05.png,I13.png,2.13,0.67,train
I13_12_01.png,I13.png,4.57,0.559,val
I13_12_02.png,I13.png,3.67,0.869,test
I13_12_03.png,I13.png,3.3,0.69,train
I13_12_04.png,I13.png,2.43,0.716,train
I13_12_05.png,I13.png,2.37,0.795,train
I13_13_01.png,I13.png,3.33,0.978,test
I13_13_02.png,I13.png,3.07,0.727,train
I13_13_03.png,I13.png,2.77,0.761,test
I13_13_04.png,I13.png,2.3,0.737,train
I13_13_05.png,I13.png,2.1,0.597,test
I13_14_01.png,I13.png,4.37,0.605,test
I13_14_02.png,I13.png,3.9,1.012,train
I13_14_03.png,I13.png,3.4,0.917,train
I13_14_04.png,I13.png,2.8,0.98,train
I13_14_05.png,I13.png,2.3,0.823,test
I13_15_01.png,I13.png,4.1,0.651,train
I13_15_02.png,I13.png,3.0,0.856,val
I13_15_03.png,I13.png,2.57,0.667,train
I13_15_04.png,I13.png,1.9,0.539,train
I13_15_05.png,I13.png,1.9,0.651,train
I13_16_01.png,I13.png,4.43,0.803,train
I13_16_02.png,I13.png,4.47,0.499,test
I13_16_03.png,I13.png,3.4,0.712,val
I13_16_04.png,I13.png,2.93,0.854,train
I13_16_05.png,I13.png,1.73,0.68,test
I13_17_01.png,I13.png,4.77,0.423,train
I13_17_02.png,I13.png,4.57,0.559,val
I13_17_03.png,I13.png,4.37,0.657,train
I13_17_04.png,I13.png,3.6,0.841,train
I13_17_05.png,I13.png,2.57,0.844,train
I13_18_01.png,I13.png,4.1,0.79,train
I13_18_02.png,I13.png,4.43,0.559,train
I13_18_03.png,I13.png,4.6,0.554,val
I13_18_04.png,I13.png,4.63,0.482,val
I13_18_05.png,I13.png,3.9,1.044,train
I13_19_01.png,I13.png,4.3,0.69,train
I13_19_02.png,I13.png,3.77,0.716,test
I13_19_03.png,I13.png,3.17,0.687,train
I13_19_04.png,I13.png,1.97,0.605,train
I13_19_05.png,I13.png,1.47,0.618,train
I13_20_01.png,I13.png,4.23,0.955,test
I13_20_02.png,I13.png,4.1,1.117,test
I13_20_03.png,I13.png,3.75,1.225,train
I13_20_04.png,I13.png,3.57,0.883,train
I13_20_05.png,I13.png,3.9,0.907,train
I13_21_01.png,I13.png,4.23,0.761,train
I13_21_02.png,I13.png,3.07,0.964,train
I13_21_03.png,I13.png,3.2,1.046,val
I13_21_04.png,I13.png,3.13,0.942,val
I13_21_05.png,I13.png,1.93,0.772,train
I13_22_01.png,I13.png,3.47,1.024,train
I13_22_02.png,I13.png,3.9,0.943,train
I13_22_03.png,I13.png,3.13,1.284,train
I13_22_04.png,I13.png,2.77,0.989,val
I13_22_05.png,I13.png,2.47,1.056,train
I13_23_01.png,I13.png,2.97,1.08,train
I13_23_02.png,I13.png,2.6,1.052,train
I13_23_03.png,I13.png,2.33,1.011,train
I13_23_04.png,I13.png,2.17,0.734,train
I13_23_05.png,I13.png,1.8,0.6,train
I13_24_01.png,I13.png,4.17,0.969,train
I13_24_02.png,I13.png,3.0,1.033,train
I13_24_03.png,I13.png,2.57,0.92,train
I13_24_04.png,I13.png,1.93,0.573,train
I13_24_05.png,I13.png,1.7,0.781,train
I13_25_01.png,I13.png,3.97,0.875,train
I13_25_02.png,I13.png,4.13,0.846,test
I13_25_03.png,I13.png,4.63,0.547,train
I13_25_04.png,I13.png,4.32,0.778,train
I13_25_05.png,I13.png,3.4,0.8,train
I14_01_01.png,I14.png,4.63,0.547,train
I14_01_02.png,I14.png,4.1,0.79,train
I14_01_03.png,I14.png,2.53,0.846,train
I14_01_04.png,I14.png,1.68,0.59,train
I14_01_05.png,I14.png,1.57,0.496,test
I14_02_01.png,I14.png,3.77,0.716,test
I14_02_02.png,I14.png,2.57,0.716,test
I14_02_03.png,I14.png,1.63,0.657,train
I14_02_04.png,I14.png,1.37,0.547,train
I14_02_05.png,I14.png,1.27,0.512,train
I14_03_01.png,I14.png,4.67,0.537,train
I14_03_02.png,I14.png,3.55,0.836,train
I14_03_03.png,I14.png,2.5,0.847,train
I14_03_04.png,I14.png,1.9,0.597,train
I14_03_05.png,I14.png,1.45,0.498,train
I14_04_01.png,I14.png,4.53,0.67,test
I14_04_02.png,I14.png,3.0,0.931,train
I14_04_03.png,I14.png,2.27,0.854,train
I14_04_04.png,I14.png,1.97,0.948,train
I14_04_05.png,I14.png,1.9,0.831,train
I14_05_01.png,I14.png,3.63,0.948,train
I14_05_02.png,I14.png,2.33,0.699,train
I14_05_03.png,I14.png,1.7,0.64,train
I14_05_04.png,I14.png,1.53,0.499,train
I14_05_05.png,I14.png,1.57,0.559,test
I14_06_01.png,I14.png,4.23,0.667,train
I14_06_02.png,I14.png,4.47,0.618,train
I14_06_03.png,I14.png,3.9,0.79,train
I14_06_04.png,I14.png,3.73,0.892,train
I14_06_05.png,I14.png,2.37,0.795,val
I14_07_01.png,I14.png,2.7,1.069,train
I14_07_02.png,I14.png,1.93,0.854,train
I14_07_03.png,I14.png,2.03,0.948,train
I14_07_04.png,I14.png,1.97,0.912,train
I14_07_05.png,I14.png,2.16,1.139,train
I14_08_01.png,I14.png,4.43,0.496,train
I14_08_02.png,I14.png,3.8,0.6,test
I14_08_03.png,I14.png,2.83,0.934,train
I14_08_04.png,I14.png,2.06,0.982,train
I14_08_05.png,I14.png,1.67,0.83,train
I14_09_01.png,I14.png,4.53,0.562,val
I14_09_02.png,I14.png,4.1,0.978,train
I14_09_03.png,I14.png,3.83,0.86,val
I14_09_04.png,I14.png,2.37,0.706,train
I14_09_05.png,I14.png,1.47,0.67,test
I14_10_01.png,I14.png,4.3,0.781,train
I14_10_02.png,I14.png,4.33,0.65,val
I14_10_03.png,I14.png,3.73,0.964,train
I14_10_04.png,I14.png,2.2,0.653,train
I14_10_05.png,I14.png,1.37,0.706,test
I14_11_01.png,I14.png,3.9,0.539,train
I14_11_02.png,I14.png,3.03,0.657,train
I14_11_03.png,I14.png,2.7,0.737,train
I14_11_04.png,I14.png,2.43,0.716,val
I14_11_05.png,I14.png,2.3,0.781,train
I14_12_01.png,I14.png,4.3,0.823,train
I14_12_02.png,I14.png,3.37,0.752,train
I14_12_03.png,I14.png,3.07,0.772,train
I14_12_04.png,I14.png,2.7,0.781,train
I14_12_05.png,I14.png,2.43,0.844,train
I14_13_01.png,I14.png,3.83,0.86,train
I14_13_02.png,I14.png,2.83,0.898,train
I14_13_03.png,I14.png,2.67,0.789,val
I14_13_04.png,I14.png,2.27,0.892,val
I14_13_05.png,I14.png,2.1,0.7,train
I14_14_01.png,I14.png,3.93,1.062,train
I14_14_02.png,I14.png,2.77,0.844,train
I14_14_03.png,I14.png,2.63,0.752,train
I14_14_04.png,I14.png,2.37,0.795,train
I14_14_05.png,I14.png,2.13,0.806,train
I14_15_01.png,I14.png,3.37,0.875,train
I14_15_02.png,I14.png,3.03,0.983,train
I14_15_03.png,I14.png,2.43,0.803,test
I14_15_04.png,I14.png,1.83,0.734,train
I14_15_05.png,I14.png,1.63,0.706,train
I14_16_01.png,I14.png,4.47,0.499,train
I14_16_02.png,I14.png,4.17,0.582,train
I14_16_03.png,I14.png,3.33,0.745,train
I14_16_04.png,I14.png,2.47,0.67,train
I14_16_05.png,I14.png,1.97,0.795,train
I14_17_01.png,I14.png,4.27,0.727,train
I14_17_02.png,I14.png,4.37,0.605,train
I14_17_03.png,I14.png,4.0,0.632,train
I14_17_04.png,I14.png,3.27,0.892,train
I14_17_05.png,I14.png,2.3,1.1,train
I14_18_01.png,I14.png,3.6,0.841,val
I14_18_02.png,I14.png,4.33,0.869,train
I14_18_03.png,I14.png,4.67,0.471,train
I14_18_04.png,I14.png,4.2,0.542,train
I14_18_05.png,I14.png,4.0,0.632,train
I14_19_01.png,I14.png,4.27,0.512,train
I14_19_02.png,I14.png,4.07,0.772,train
I14_19_03.png,I14.png,3.07,0.814,train
I14_19_04.png,I14.png,2.07,0.727,train
I14_19_05.png,I14.png,1.43,0.559,train
I14_20_01.png,I14.png,4.4,0.712,train
I14_20_02.png,I14.png,3.3,1.1,train
I14_20_03.png,I14.png,4.37,0.795,train
I14_20_04.png,I14.png,4.4,0.879,train
I14_20_05.png,I14.png,4.1,1.012,val
I14_21_01.png,I14.png,4.23,0.803,train
I14_21_02.png,I14.png,3.47,1.118,train
I14_21_03.png,I14.png,2.93,1.062,train
I14_21_04.png,I14.png,3.0,0.894,train
I14_21_05.png,I14.png,1.39,0.605,train
I14_22_01.png,I14.png,4.07,0.998,train
I14_22_02.png,I14.png,3.7,0.971,train
I14_22_03.png,I14.png,3.7,0.971,test
I14_22_04.png,I14.png,3.47,0.846,train
I14_22_05.png,I14.png,2.67,1.106,train
I14_23_01.png,I14.png,2.67,1.075,test
I14_23_02.png,I14.png,2.07,0.964,train
I14_23_03.png,I14.png,2.13,1.118,train
I14_23_04.png,I14.png,1.83,0.778,train
I14_23_05.png,I14.png,1.9,0.907,train
I14_24_01.png,I14.png,3.27,1.153,test
I14_24_02.png,I14.png,2.3,0.823,train
I14_24_03.png,I14.png,1.7,0.69,train
I14_24_04.png,I14.png,1.47,0.67,train
I14_24_05.png,I14.png,1.4,0.663,train
I14_25_01.png,I14.png,3.37,0.912,train
I14_25_02.png,I14.png,3.63,0.875,train
I14_25_03.png,I14.png,3.9,0.597,train
I14_25_04.png,I14.png,4.03,0.706,train
I14_25_05.png,I14.png,3.37,0.657,train
I15_01_01.png,I15.png,4.63,0.482,train
I15_01_02.png,I15.png,4.33,0.532,train
I15_01_03.png,I15.png,2.43,0.761,val
I15_01_04.png,I15.png,1.8,0.653,test
I15_01_05.png,I15.png,1.23,0.423,train
I15_02_01.png,I15.png,3.43,0.761,train
I15_02_02.png,I15.png,2.1,0.7,train
I15_02_03.png,I15.png,1.73,0.573,train
I15_02_04.png,I15.png,1.33,0.471,train
I15_02_05.png,I15.png,1.16,0.363,train
I15_03_01.png,I15.png,4.6,0.712,train
I15_03_02.png,I15.png,3.7,0.69,train
I15_03_03.png,I15.png,2.0,0.632,train
I15_03_04.png,I15.png,2.07,0.814,train
I15_03_05.png,I15.png,1.33,0.537,test
I15_04_01.png,I15.png,4.43,0.616,train
I15_04_02.png,I15.png,2.4,1.083,train
I15_04_03.png,I15.png,1.87,0.921,train
I15_04_04.png,I15.png,1.9,0.734,val
I15_04_05.png,I15.png,1.27,0.512,train
I15_05_01.png,I15.png,4.2,0.872,train
I15_05_02.png,I15.png,2.33,0.789,train
I15_05_03.png,I15.png,1.63,0.605,train
I15_05_04.png,I15.png,1.43,0.667,train
I15_05_05.png,I15.png,1.3,0.64,train
I15_06_01.png,I15.png,4.1,0.539,test
I15_06_02.png,I15.png,3.97,0.795,train
I15_06_03.png,I15.png,4.07,0.929,train
I15_06_04.png,I15.png,3.67,0.907,train
I15_06_05.png,I15.png,2.73,0.854,train
I15_07_01.png,I15.png,3.06,1.014,val
I15_07_02.png,I15.png,2.67,1.106,train
I15_07_03.png,I15.png,2.63,1.048,train
I15_07_04.png,I15.png,2.55,1.073,train
I15_07_05.png,I15.png,2.63,1.08,train
I15_08_01.png,I15.png,4.4,0.712,train
I15_08_02.png,I15.png,3.27,0.892,train
I15_08_03.png,I15.png,2.27,0.929,val
I15_08_04.png,I15.png,1.67,0.83,train
I15_08_05.png,I15.png,1.35,0.598,train
I15_09_01.png,I15.png,4.23,0.844,val
I15_09_02.png,I15.png,3.8,0.653,train
I15_09_03.png,I15.png,3.43,0.955,train
I15_09_04.png,I15.png,1.97,0.948,train
I15_09_05.png,I15.png,1.23,0.423,train
I15_10_01.png,I15.png,4.0,0.775,test
I15_10_02.png,I15.png,4.2,0.702,train
I15_10_03.png,I15.png,3.67,0.789,val
I15_10_04.png,I15.png,1.77,0.803,train
I15_10_05.png,I15.png,1.33,0.471,train
I15_11_01.png,I15.png,3.83,1.098,test
I15_11_02.png,I15.png,3.63,1.016,train
I15_11_03.png,I15.png,2.8,0.872,train
I15_11_04.png,I15.png,2.6,1.052,train
I15_11_05.png,I15.png,2.3,0.69,train
I15_12_01.png,I15.png,4.07,0.727,test
I15_12_02.png,I15.png,3.8,0.833,train
I15_12_03.png,I15.png,3.17,0.778,train
I15_12_04.png,I15.png,2.63,0.795,train
I15_12_05.png,I15.png,2.57,0.803,train
I15_13_01.png,I15.png,3.9,0.87,test
I15_13_02.png,I15.png,3.17,0.778,train
I15_13_03.png,I15.png,2.4,0.8,train
I15_13_04.png,I15.png,2.3,1.069,train
I15_13_05.png,I15.png,1.7,0.526,train
I15_14_01.png,I15.png,4.03,0.752,test
I15_14_02.png,I15.png,3.27,1.153,train
I15_14_03.png,I15.png,2.67,0.943,train
I15_14_04.png,I15.png,2.63,0.948,train
I15_14_05.png,I15.png,1.87,0.67,train
I15_15_01.png,I15.png,3.53,0.718,train
I15_15_02.png,I15.png,2.57,0.844,train
I15_15_03.png,I15.png,1.93,0.727,train
I15_15_04.png,I15.png,1.7,0.64,train
I15_15_05.png,I15.png,1.4,0.49,test
I15_16_01.png,I15.png,4.47,0.562,train
I15_16_02.png,I15.png,3.77,0.559,train
I15_16_03.png,I15.png,2.93,0.854,test
I15_16_04.png,I15.png,1.73,0.727,train
I15_16_05.png,I15.png,1.23,0.496,train
I15_17_01.png,I15.png,4.43,0.761,train
I15_17_02.png,I15.png,4.63,0.547,train
I15_17_03.png,I15.png,4.1,0.79,test
I15_17_04.png,I15.png,3.63,0.875,train
I15_17_05.png,I15.png,1.97,0.836,train
I15_18_01.png,I15.png,3.77,0.803,train
I15_18_02.png,I15.png,3.87,0.884,test
I15_18_03.png,I15.png,4.67,0.65,train
I15_18_04.png,I15.png,4.37,0.605,train
I15_18_05.png,I15.png,3.6,0.757,train
I15_19_01.png,I15.png,3.93,0.772,train
I15_19_02.png,I15.png,4.07,0.442,train
I15_19_03.png,I15.png,3.03,0.706,train
I15_19_04.png,I15.png,1.77,0.559,train
I15_19_05.png,I15.png,1.27,0.442,train
I15_20_01.png,I15.png,4.33,0.745,val
I15_20_02.png,I15.png,4.2,0.702,train
I15_20_03.png,I15.png,4.07,0.772,train
I15_20_04.png,I15.png,3.9,1.136,val
I15_20_05.png,I15.png,3.35,1.309,train
I15_21_01.png,I15.png,3.43,1.023,train
I15_21_02.png,I15.png,2.9,1.044,train
I15_21_03.png,I15.png,2.57,1.086,train
I15_21_04.png,I15.png,2.03,0.795,train
I15_21_05.png,I15.png,1.17,0.373,train
I15_22_01.png,I15.png,3.93,0.854,train
I15_22_02.png,I15.png,3.57,0.883,train
I15_22_03.png,I15.png,4.0,0.931,train
I15_22_04.png,I15.png,3.7,0.9,train
I15_22_05.png,I15.png,3.1,0.831,train
I15_23_01.png,I15.png,2.5,0.847,train
I15_23_02.png,I15.png,1.9,0.87,val
I15_23_03.png,I15.png,2.27,0.854,train
I15_23_04.png,I15.png,2.17,0.969,train
I15_23_05.png,I15.png,1.93,0.772,train
I15_24_01.png,I15.png,2.8,0.872,train
I15_24_02.png,I15.png,2.1,0.79,train
I15_24_03.png,I15.png,1.53,0.718,train
I15_24_04.png,I15.png,1.57,0.844,train
I15_24_05.png,I15.png,1.17,0.373,train
I15_25_01.png,I15.png,2.97,0.795,train
I15_25_02.png,I15.png,3.2,0.702,val
I15_25_03.png,I15.png,3.63,0.912,val
I15_25_04.png,I15.png,3.87,0.763,train
I15_25_05.png,I15.png,3.2,0.909,train
I16_01_01.png,I16.png,4.7,0.458,train
I16_01_02.png,I16.png,4.3,0.737,train
I16_01_03.png,I16.png,2.0,0.73,train
I16_01_04.png,I16.png,1.4,0.49,train
I16_01_05.png,I16.png,1.13,0.34,train
I16_02_01.png,I16.png,3.4,0.841,train
I16_02_02.png,I16.png,1.93,0.512,train
I16_02_03.png,I16.png,1.33,0.537,val
I16_02_04.png,I16.png,1.17,0.373,val
I16_02_05.png,I16.png,1.33,0.471,train
I16_03_01.png,I16.png,4.47,0.562,test
I16_03_02.png,I16.png,3.47,0.846,val
I16_03_03.png,I16.png,2.03,0.605,test
I16_03_04.png,I16.png,1.63,0.547,train
I16_03_05.png,I16.png,1.17,0.373,train
I16_04_01.png,I16.png,4.4,0.841,train
I16_04_02.png,I16.png,1.9,0.978,train
I16_04_03.png,I16.png,1.2,0.476,train
I16_04_04.png,I16.png,1.2,0.4,train
I16_04_05.png,I16.png,1.07,0.249,train
I16_05_01.png,I16.png,3.07,1.031,train
I16_05_02.png,I16.png,1.58,0.794,train
I16_05_03.png,I16.png,1.23,0.616,test
I16_05_04.png,I16.png,1.17,0.373,val
I16_05_05.png,I16.png,1.43,0.716,train
I16_06_01.png,I16.png,4.0,1.065,test
I16_06_02.png,I16.png,4.13,0.846,test
I16_06_03.png,I16.png,3.97,0.875,test
I16_06_04.png,I16.png,3.3,1.005,train
I16_06_05.png,I16.png,2.16,0.627,train
I16_07_01.png,I16.png,3.07,0.854,train
I16_07_02.png,I16.png,2.13,1.056,train
I16_07_03.png,I16.png,2.33,1.075,train
I16_07_04.png,I16.png,2.07,1.062,val
I16_07_05.png,I16.png,2.03,0.795,train
I16_08_01.png,I16.png,4.7,0.586,train
I16_08_02.png,I16.png,2.9,1.228,test
I16_08_03.png,I16.png,2.07,0.998,train
I16_08_04.png,I16.png,1.23,0.423,train
I16_08_05.png,I16.png,1.07,0.249,train
I16_09_01.png,I16.png,4.63,0.482,train
I16_09_02.png,I16.png,4.23,0.716,train
I16_09_03.png,I16.png,4.0,1.065,train
I16_09_04.png,I16.png,1.61,0.6,train
I16_09_05.png,I16.png,1.17,0.373,train
I16_10_01.png,I16.png,4.0,0.816,train
I16_10_02.png,I16.png,4.23,0.761,train
I16_10_03.png,I16.png,3.9,0.651,train
I16_10_04.png,I16.png,2.03,0.752,test
I16_10_05.png,I16.png,1.4,0.611,train
I16_11_01.png,I16.png,4.03,0.983,train
I16_11_02.png,I16.png,3.17,0.82,train
I16_11_03.png,I16.png,2.9,0.87,train
I16_11_04.png,I16.png,2.19,0.534,val
I16_11_05.png,I16.png,2.07,0.629,train
I16_12_01.png,I16.png,4.5,0.671,train
I16_12_02.png,I16.png,3.3,1.005,val
I16_12_03.png,I16.png,3.13,0.751,train
I16_12_04.png,I16.png,2.37,0.875,train
I16_12_05.png,I16.png,2.47,0.806,train
I16_13_01.png,I16.png,3.57,1.055,train
I16_13_02.png,I16.png,2.73,0.68,train
I16_13_03.png,I16.png,2.43,0.844,test
I16_13_04.png,I16.png,2.07,0.772,train
I16_13_05.png,I16.png,1.77,0.496,train
I16_14_01.png,I16.png,4.2,0.653,train
I16_14_02.png,I16.png,3.17,0.898,train
I16_14_03.png,I16.png,3.23,0.803,train
I16_14_04.png,I16.png,2.27,0.772,train
I16_14_05.png,I16.png,1.9,0.79,train
I16_15_01.png,I16.png,3.37,1.016,train
I16_15_02.png,I16.png,2.4,0.712,train
I16_15_03.png,I16.png,2.03,0.795,train
I16_15_04.png,I16.png,1.23,0.496,train
I16_15_05.png,I16.png,1.27,0.442,train
I16_16_01.png,I16.png,4.37,0.706,test
I16_16_02.png,I16.png,4.37,0.547,train
I16_16_03.png,I16.png,3.87,0.907,val
I16_16_04.png,I16.png,2.73,0.929,train
I16_16_05.png,I16.png,2.0,0.816,test
I16_17_01.png,I16.png,4.63,0.482,test
I16_17_02.png,I16.png,4.57,0.496,test
I16_17_03.png,I16.png,4.27,0.629,train
I16_17_04.png,I16.png,3.67,0.869,train
I16_17_05.png,I16.png,1.9,1.012,val
I16_18_01.png,I16.png,4.47,0.67,train
I16_18_02.png,I16.png,4.6,0.663,train
I16_18_03.png,I16.png,4.43,0.667,train
I16_18_04.png,I16.png,4.13,0.499,train
I16_18_05.png,I16.png,3.93,0.727,train
I16_19_01.png,I16.png,4.13,0.793,train
I16_19_02.png,I16.png,3.6,0.841,train
I16_19_03.png,I16.png,3.43,0.667,train
I16_19_04.png,I16.png,1.57,0.616,train
I16_19_05.png,I16.png,1.17,0.373,train
I16_20_01.png,I16.png,4.39,0.704,train
I16_20_02.png,I16.png,4.2,0.748,test
I16_20_03.png,I16.png,4.43,0.667,train
I16_20_04.png,I16.png,3.93,1.123,train
I16_20_05.png,I16.png,3.7,0.971,test
I16_21_01.png,I16.png,4.1,0.907,train
I16_21_02.png,I16.png,3.3,0.9,train
I16_21_03.png,I16.png,3.33,1.011,val
I16_21_04.png,I16.png,3.53,1.231,train
I16_21_05.png,I16.png,1.27,0.629,train
I16_22_01.png,I16.png,4.03,0.875,val
I16_22_02.png,I16.png,3.53,0.884,train
I16_22_03.png,I16.png,2.9,1.012,train
I16_22_04.png,I16.png,3.23,1.116,train
I16_22_05.png,I16.png,2.53,0.921,train
I16_23_01.png,I16.png,2.13,0.806,train
I16_23_02.png,I16.png,2.47,0.884,train
I16_23_03.png,I16.png,2.07,0.892,train
I16_23_04.png,I16.png,1.87,0.806,train
I16_23_05.png,I16.png,2.03,0.752,train
I16_24_01.png,I16.png,3.43,0.989,train
I16_24_02.png,I16.png,2.37,0.706,train
I16_24_03.png,I16.png,1.93,0.629,train
I16_24_04.png,I16.png,1.43,0.616,train
I16_24_05.png,I16.png,1.2,0.4,train
I16_25_01.png,I16.png,3.43,0.955,test
I16_25_02.png,I16.png,3.5,0.806,train
I16_25_03.png,I16.png,4.16,0.766,train
I16_25_04.png,I16.png,4.17,0.969,train
I16_25_05.png,I16.png,3.7,0.69,train
I17_01_01.png,I17.png,4.73,0.442,train
I17_01_02.png,I17.png,4.23,0.761,train
I17_01_03.png,I17.png,2.73,0.772,train
I17_01_04.png,I17.png,1.4,0.49,train
I17_01_05.png,I17.png,1.07,0.249,train
I17_02_01.png,I17.png,3.5,0.719,train
I17_02_02.png,I17.png,2.07,0.772,train
I17_02_03.png,I17.png,1.37,0.605,train
I17_02_04.png,I17.png,1.2,0.476,train
I17_02_05.png,I17.png,1.2,0.476,val
I17_03_01.png,I17.png,4.61,0.487,val
I17_03_02.png,I17.png,3.7,0.862,train
I17_03_03.png,I17.png,2.27,0.772,train
I17_03_04.png,I17.png,1.9,0.651,train
I17_03_05.png,I17.png,1.47,0.499,train
I17_04_01.png,I17.png,4.63,0.482,train
I17_04_02.png,I17.png,2.47,1.087,train
I17_04_03.png,I17.png,1.53,0.67,train
I17_04_04.png,I17.png,1.57,0.716,train
I17_04_05.png,I17.png,1.23,0.496,train
I17_05_01.png,I17.png,3.2,0.702,train
I17_05_02.png,I17.png,2.07,0.814,train
I17_05_03.png,I17.png,1.5,0.563,train
I17_05_04.png,I17.png,1.5,0.671,train
I17_05_05.png,I17.png,1.6,0.712,train
I17_06_01.png,I17.png,4.37,0.605,train
I17_06_02.png,I17.png,4.8,0.4,train
I17_06_03.png,I17.png,4.47,0.499,train
I17_06_04.png,I17.png,4.17,0.778,val
I17_06_05.png,I17.png,2.27,0.892,train
I17_07_01.png,I17.png,2.5,0.957,train
I17_07_02.png,I17.png,2.63,1.169,train
I17_07_03.png,I17.png,2.33,1.043,train
I17_07_04.png,I17.png,2.33,1.193,train
I17_07_05.png,I17.png,1.83,0.898,train
I17_08_01.png,I17.png,4.5,0.806,test
I17_08_02.png,I17.png,2.9,0.978,train
I17_08_03.png,I17.png,2.3,0.971,val
I17_08_04.png,I17.png,1.43,0.667,val
I17_08_05.png,I17.png,1.26,0.506,train
I17_09_01.png,I17.png,4.67,0.471,train
I17_09_02.png,I17.png,3.13,1.024,train
I17_09_03.png,I17.png,2.63,1.048,train
I17_09_04.png,I17.png,1.47,0.618,val
I17_09_05.png,I17.png,1.13,0.34,train
I17_10_01.png,I17.png,4.47,0.618,train
